time,temp,pressure,humidity,yaw,pitch,roll,compass_x,compass_y,compass_z,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
598150820432,36.09969711303711,1029.60498046875,13.7097749710083,119.88957284080345,355.947806713556,28.681617230662685,-13.266721725463867,-15.35397720336914,23.240779876708984,0.0826740637421608,0.44916626811027527,0.8341743350028992,-0.3690281808376312,0.2212783396244049,0.1108112782239914
598150820608,36.08130645751953,1029.60693359375,13.930073738098145,120.53411047202088,356.32888217725804,27.505178617830516,-27.32709312438965,-31.587886810302734,47.190948486328125,0.007273377384990454,0.44091132283210754,0.7664266228675842,-0.5156357884407043,0.3419242203235626,0.13432958722114563
598150820665,36.08130645751953,1029.596923828125,13.930073738098145,121.20887852050478,357.32625542816726,26.00743253851532,-33.354393005371094,-38.695987701416016,56.74931335449219,0.00048489184700883925,0.4125045835971832,0.7815357446670532,-0.6872889399528503,0.11284975707530975,0.08912555873394012
598150820719,36.06291961669922,1029.585693359375,15.046503067016602,121.5129448819754,357.8192659529782,24.08806912701899,-36.09064483642578,-43.02373504638672,61.217323303222656,-0.016044316813349724,0.31514474749565125,0.7993256449699402,-1.214465618133545,0.19959262013435364,0.3389694392681122
598150820775,36.044532775878906,1029.587890625,12.574676513671875,122.39798713424732,357.89366037341796,20.367931463490674,-37.288028717041016,-45.92832565307617,62.717872619628906,0.06424816697835922,0.23453761637210846,1.0240141153335571,-0.8873473405838013,-0.014821086078882217,0.2623058557510376
598150820837,36.06291961669922,1029.576904296875,13.903937339782715,123.29630727426574,357.39558782465843,16.238185647889402,-37.95315170288086,-49.37007141113281,63.710472106933594,0.07588557153940201,0.25177592039108276,1.0257201194763184,-0.5721408724784851,0.19287310540676117,0.06866157054901123
598150820903,36.06291961669922,1029.578125,13.903937339782715,124.41867127943891,359.0173886021562,13.346082062725488,-38.11812210083008,-52.69404220581055,63.49135208129883,-0.0794810801744461,0.17262552678585052,0.9747873544692993,-0.9453794956207275,-0.4803003966808319,0.2513102889060974
598150820978,36.044532775878906,1029.56396484375,12.780040740966797,125.27435737865811,359.41745209847255,9.845621212151354,-39.07737350463867,-54.76393127441406,63.48857116699219,-0.00024683563970029354,0.07866478711366653,1.0037872791290283,-1.0938197374343872,-0.18983396887779236,0.3417183458805084
598150821055,36.06291961669922,1029.556396484375,12.970468521118164,126.50207022158956,359.0597216877451,5.687485288378101,-39.512271881103516,-57.36391830444336,62.82281494140625,0.014304309152066708,-0.0007236776873469353,0.9601655602455139,-0.5797766447067261,0.2469346821308136,0.32522499561309814
598150821131,36.00775909423828,1029.549560546875,12.668024063110352,127.45979934700875,359.6502884181211,3.241845982935356,-40.02873992919922,-59.74747085571289,62.72027587890625,0.027396388351917267,-0.06295996159315109,0.8824263215065002,-0.6952301859855652,0.04107308387756348,0.2119094729423523
598150821206,36.00775909423828,1029.549560546875,13.071282386779785,128.11884430002328,359.02931325867337,359.855522716034,-40.86113357543945,-62.43685531616211,61.48741912841797,0.078310027718544,-0.10420958697795868,1.0371737480163574,-0.5959646105766296,0.27350732684135437,0.15387727320194244
598150821282,36.00775909423828,1029.55126953125,15.113713264465332,128.7017463041705,359.0412365278084,356.5133384794268,-41.06019973754883,-64.30353546142578,60.36117935180664,0.044367603957653046,-0.12133662402629852,1.0050058364868164,-0.3943790793418884,0.18920791149139404,0.0753810927271843
598150821361,36.044532775878906,1029.551025390625,11.876441955566406,129.05407478231643,359.30220957161896,354.00424863758536,-41.11925506591797,-66.30719757080078,59.65925979614258,0.007273377384990454,-0.13846366107463837,1.08420729637146,-0.31313401460647583,-0.11317038536071777,0.0601094625890255
598150821437,36.044532775878906,1029.55322265625,13.892735481262207,129.06175191494353,359.16347978511783,352.50197286219,-41.13673400878906,-67.7315902709961,58.686729431152344,-0.05183548480272293,-0.16427484154701233,0.8390482664108276,-0.5168575644493103,0.09788355231285095,0.20396822690963745
598150821513,36.09969711303711,1029.54833984375,13.653767585754395,129.16065305412533,359.7252968618951,350.77863587987304,-41.56612777709961,-68.61004638671875,57.77744674682617,-0.020487360656261444,-0.23808996379375458,1.047896385192871,-0.4970044493675232,-0.10797803103923798,0.14868491888046265
598150821588,36.06291961669922,1029.5517578125,13.007806777954102,129.43707080983575,358.9871570109509,348.51331826427366,-41.536827087402344,-70.07791137695312,57.250396728515625,0.05867191031575203,-0.23109440505504608,1.031325101852417,0.17219844460487366,0.13758979737758636,-0.07550261914730072
598150821664,35.970985412597656,1029.548583984375,14.478954315185547,129.12035493802225,359.0417010873936,348.4601221896967,-41.62487030029297,-70.13278198242188,56.63551330566406,-0.002221520757302642,-0.25811171531677246,1.1244173049926758,-0.13231788575649261,-0.5484118461608887,-0.041905034333467484
598150821744,35.93421173095703,1029.54736328125,16.050914764404297,129.216483020401,357.93396937513506,347.8631978071834,-41.57535934448242,-70.60012817382812,56.802486419677734,0.05818701907992363,-0.27885714173316956,1.1307533979415894,0.4004475176334381,-0.021589241921901703,-0.14057672023773193
598150821820,36.08130645751953,1029.536376953125,14.254920959472656,128.5862204845489,357.8852946723452,349.27410486139104,-41.28857421875,-70.7256088256836,56.5916633605957,-0.006170891225337982,-0.2050420045852661,1.0084174871444702,0.576376736164093,-0.021894674748182297,-0.18700248003005981
598150821894,35.98937225341797,1029.537109375,15.050236701965332,127.30034175064563,357.7896696760875,351.64868586691676,-40.76264953613281,-70.01777648925781,57.57377624511719,0.00654603959992528,-0.16330993175506592,1.023526668548584,0.43312883377075195,0.05110372230410576,-0.19066765904426575
598150821972,35.93421173095703,1029.550537109375,15.225728988647461,126.3359736813532,357.6872117158954,353.4404954956631,-40.152889251708984,-68.4005355834961,57.80340576171875,0.09358412027359009,-0.12278398126363754,1.0037872791290283,0.5803473591804504,0.07523289322853088,-0.2285413146018982
